week,strategy_return,benchmark_return,portfolio,excess_return,cumulative_strategy,cumulative_benchmark
2024-03-03,0.01679658868555274,0.003925410317436864,"['LT', 'HDFCLIFE', 'HINDALCO']",0.012871178368115877,1.0167965886855528,1.0039254103174369
2024-03-10,-0.024793904773250903,-0.013849712230297621,"['BHARTIARTL', 'ITC', 'TATAMOTORS', 'COALINDIA', 'HINDALCO']",-0.010944192542953281,0.9915862308919168,0.9900213322838569
2024-03-17,0.028012432191224523,0.0018612323664217317,"['HDFCBANK', 'BAJFINANCE', 'ITC', 'LT', 'MARUTI']",0.026151199824802792,1.0193629729465286,0.9918639920309517
2024-03-24,0.018386281665348177,0.014642380187612625,"['BHARTIARTL', 'SBIN', 'BAJFINANCE', 'ITC', 'KOTAKBANK', 'JSWSTEEL', 'BAJAJ-AUTO']",0.0037439014777355516,1.03810526768635,1.006387241696672
2024-03-31,0.0042136244591252925,0.0023016302533167125,"['BAJFINANCE', 'LT', 'TITAN', 'NTPC', 'ADANIPORTS', 'TATASTEEL', 'EICHERMOT', 'INDUSINDBK']",0.00191199420580858,1.04247945343342,1.008703573018713
2024-04-07,0.003214510045121704,-0.006481004202790727,"['HDFCBANK', 'M&M', 'BAJAJ-AUTO', 'DIVISLAB', 'HINDALCO']",0.00969551424791243,1.0458305141083148,1.0021661609226087
2024-04-14,0.007451939902188155,-0.005634751375014031,"['BHARTIARTL', 'BAJFINANCE', 'TATAMOTORS', 'HINDALCO', 'EICHERMOT', 'DRREDDY']",0.013086691277202186,1.0536239802473246,0.9965192037693575
2024-04-21,-0.016630886340744503,0.003740478620721134,"['M&M', 'POWERGRID', 'TATACONSUM']",-0.020371364961465636,1.0361012795859486,1.0002466625461948
2024-04-28,0.008838932502568208,-0.007399541515830401,"['ICICIBANK', 'AXISBANK', 'ONGC', 'POWERGRID', 'TATAMOTORS', 'COALINDIA', 'DIVISLAB', 'TECHM', 'BPCL', 'CIPLA']",0.01623847401839861,1.0452593088620332,0.9928452958406133
2024-05-05,-0.004571540001274028,-0.017266194062622326,"['SBIN', 'BAJFINANCE', 'ITC', 'BAJAJFINSV', 'POWERGRID', 'BAJAJ-AUTO', 'DRREDDY', 'HEROMOTOCO']",0.012694654061348298,1.0404808641198664,0.9757026362884677
2024-05-12,0.016264325267864574,0.016379297700135208,"['SBIN', 'TATAMOTORS', 'EICHERMOT', 'BPCL', 'HEROMOTOCO']",-0.00011497243227063386,1.0574035833289006,0.9916839602350431
2024-05-19,0.009606814597070423,0.018999860770043956,"['SBIN', 'ITC', 'LT', 'KOTAKBANK', 'M&M', 'NTPC', 'WIPRO', 'COALINDIA', 'HINDALCO', 'SHRIRAMFIN']",-0.009393046172973533,1.0675618635082194,1.0105258174073948
2024-05-26,-0.0223142551065605,-0.017518843982505004,"['HDFCBANK', 'BAJFINANCE', 'HCLTECH', 'MARUTI', 'ONGC', 'TATAMOTORS', 'DIVISLAB', 'LTIM', 'INDUSINDBK']",-0.004795411124055498,1.0437400157438619,0.9928225732719412
2024-06-02,-0.008079857627220844,0.001128357651091833,"['RELIANCE', 'COALINDIA', 'HINDALCO', 'HEROMOTOCO']",-0.009208215278312677,1.0353067450168183,0.9939428322186693
2024-06-09,0.008128900801343781,0.008873925051495922,"['TCS', 'INFY', 'M&M', 'LTIM', 'TECHM', 'TATACONSUM', 'DRREDDY']",-0.0007450242501521407,1.0437226508460222,1.0027630064172495
2024-06-16,-0.014397340850994134,-0.0024111139069339215,"['HDFCBANK', 'SBIN', 'BAJFINANCE', 'HCLTECH', 'M&M', 'ONGC', 'TATAMOTORS', 'TATASTEEL', 'SHRIRAMFIN', 'HEROMOTOCO']",-0.011986226944060213,1.0286958200878888,1.0003452305871179
2024-06-23,0.018845559061291782,0.02008467246777319,"['KOTAKBANK', 'AXISBANK', 'ADANIPORTS', 'HINDALCO', 'TECHM', 'DRREDDY', 'INDUSINDBK']",-0.0012391134064814076,1.0480821679214591,1.0204368368981593
2024-06-30,0.0010502480625911809,0.007534619055686104,"['RELIANCE', 'SBIN', 'BAJFINANCE', 'ULTRACEMCO', 'LTIM', 'TECHM', 'DRREDDY', 'HEROMOTOCO']",-0.006484370993094924,1.049182914187755,1.0281254397345763
2024-07-07,0.01881338145671438,0.007466920096028612,"['INFY', 'BAJFINANCE', 'ONGC', 'COALINDIA', 'SBILIFE', 'EICHERMOT', 'DRREDDY']",0.011346461360685766,1.0689215925702364,1.0358023702417687
2024-07-14,-0.008427401756008267,-0.0022694721088240832,"['TCS', 'ITC', 'MARUTI', 'AXISBANK', 'ADANIPORTS', 'ONGC', 'HINDALCO', 'DRREDDY']",-0.006157929647184184,1.0599133608639748,1.0334516456522511
2024-07-21,0.03199227201714136,0.013284764298173138,"['INFY', 'ITC', 'HCLTECH', 'KOTAKBANK', 'M&M', 'ONGC', 'LTIM', 'BRITANNIA']",0.018707507718968223,1.0938223974193375,1.0471808071783004
2024-07-28,-0.002134159141292801,-0.004767269921091267,"['ITC', 'SUNPHARMA', 'NTPC', 'TATAMOTORS', 'EICHERMOT', 'SHRIRAMFIN', 'CIPLA']",0.002633110779798466,1.0914880063509342,1.0421886136142953
2024-08-04,0.007960139592828543,0.012965812355117746,"['HDFCBANK', 'BHARTIARTL', 'KOTAKBANK', 'NTPC', 'ADANIPORTS', 'POWERGRID']",-0.005005672762289203,1.1001764032453858,1.0557014356170584
2024-08-11,0.0037402653888568157,0.00797430445742802,"['RELIANCE', 'HDFCBANK', 'TCS', 'BHARTIARTL', 'ITC', 'ONGC', 'JSWSTEEL', 'TATAMOTORS', 'COALINDIA', 'EICHERMOT']",-0.0042340390685712045,1.1042913549680815,1.0641199202808127
2024-08-18,-0.016776582311757045,0.010194260530218229,"['TCS', 'HCLTECH', 'M&M', 'ONGC']",-0.026970842841975276,1.0857651201552978,1.0749678359835504
2024-08-25,0.0004337855593401922,0.009008211908903935,"['HINDUNILVR', 'KOTAKBANK', 'HINDALCO', 'TECHM', 'BPCL', 'SHRIRAMFIN', 'HEROMOTOCO']",-0.008574426349563742,1.0862361093852564,1.084651374045346
2024-09-01,-0.019398714115105225,-0.016873844038961285,"['BHARTIARTL', 'SBIN', 'BAJFINANCE', 'HCLTECH', 'LTIM', 'BPCL', 'SHRIRAMFIN', 'CIPLA', 'INDUSINDBK']",-0.0025248700761439404,1.0651645256377877,1.06634913592306
2024-09-08,0.013532471330185366,0.01684684247903475,"['BAJAJFINSV', 'HEROMOTOCO']",-0.003314371148849384,1.0795788340429116,1.0843137518436103
2024-09-15,0.00014186556413151648,0.01604172822179544,"['BHARTIARTL', 'INFY', 'HCLTECH', 'AXISBANK', 'TITAN', 'WIPRO', 'DIVISLAB', 'TECHM', 'BRITANNIA']",-0.015899862657663924,1.0797319891032273,1.101708018357841
2024-09-22,0.0037620346343642903,0.009248543422930888,"['HDFCBANK', 'BHARTIARTL', 'ICICIBANK', 'BAJFINANCE', 'LT', 'KOTAKBANK', 'NTPC', 'BAJAJFINSV', 'ONGC', 'TATAMOTORS']",-0.005486508788566598,1.0837939782420647,1.1118972128050144
2024-09-29,-0.022960218198841163,-0.030849430067222065,"['RELIANCE', 'SBIN', 'ITC', 'HCLTECH', 'M&M', 'ADANIENT', 'POWERGRID', 'BAJAJ-AUTO', 'TATASTEEL', 'HINDALCO']",0.007889211868380902,1.0589098320190367,1.077595817496647
2024-10-06,0.037760299311042876,0.006795519393444441,['SBIN'],0.030964779917598436,1.0988945842194815,1.0849186407727398
2024-10-13,0.003564049327590687,-0.01090015086848481,"['SBIN', 'KOTAKBANK', 'AXISBANK', 'DIVISLAB', 'HINDALCO', 'DRREDDY']",0.014464200196075496,1.1028110987234618,1.0730928639082855
2024-10-20,-0.04911252749781111,-0.024224059367321193,"['SBIN', 'POWERGRID', 'HINDALCO', 'DRREDDY']",-0.024888468130489914,1.0486492583125144,1.0470981986663226
2024-10-27,-0.02227261502627617,-0.0014298272820321876,"['HDFCBANK', 'ICICIBANK', 'INFY', 'BAJFINANCE', 'TECHM']",-0.020842787744243984,1.0252930970845298,1.0456010290949027
2024-11-03,0.009893594107542631,0.0063699680089379295,"['SBIN', 'ITC', 'LT', 'M&M', 'ADANIENT', 'EICHERMOT']",0.003523626098604702,1.0354369308283493,1.0522614742003498
2024-11-10,-0.02781599996588663,-0.02520997389555276,"['HDFCBANK', 'TCS', 'LT', 'HCLTECH', 'KOTAKBANK', 'M&M', 'WIPRO', 'APOLLOHOSP', 'DRREDDY']",-0.002606026070333868,1.0066352171957502,1.025733989904463
2024-11-17,0.04299716301871801,0.019333720064361903,['TITAN'],0.023663442954356108,1.0499176757298985,1.045565243725777
2024-11-24,-0.007866939245292163,-0.0037487059143032444,"['HDFCBANK', 'TCS', 'KOTAKBANK', 'TATAMOTORS', 'DIVISLAB', 'HINDALCO', 'TECHM', 'HEROMOTOCO']",-0.004118233330988919,1.041658037162373,1.0416457271128323
2024-12-01,0.003658017488133043,0.01654923214735974,"['BHARTIARTL', 'SBIN', 'MARUTI', 'LTIM', 'CIPLA']",-0.012891214659226696,1.0454684404789674,1.058884164066128
2024-12-08,-4.763108341617004e-07,0.006064453521670255,"['HDFCBANK', 'TCS', 'LT', 'HCLTECH', 'AXISBANK', 'TITAN', 'HINDALCO', 'DRREDDY']",-0.006064929832504416,1.0454679425110225,1.0653057178639396
2024-12-15,-0.05143616763023749,-0.043811376972424064,"['INFY', 'HCLTECH', 'WIPRO', 'POWERGRID', 'LTIM']",-0.007624790657813428,0.991693078167986,1.0186332074677236
2024-12-22,0.028278229193876334,0.00252389332272961,"['CIPLA', 'DRREDDY']",0.025754335871146724,1.0197364023224011,1.021204129018362
2024-12-29,0.03405983225191247,0.015218909931110443,"['HDFCBANK', 'M&M', 'ADANIENT', 'TATAMOTORS', 'BAJAJ-AUTO', 'EICHERMOT', 'BPCL']",0.018840922320802027,1.054468453126671,1.0367457426791704
2025-01-05,-0.00915124047028154,-0.007814633486328899,"['RELIANCE', 'SBIN', 'BAJFINANCE', 'KOTAKBANK', 'MARUTI', 'NTPC', 'BAJAJFINSV', 'ONGC', 'POWERGRID', 'JSWSTEEL']",-0.0013366069839526422,1.044818758743783,1.0286439546816208
2025-01-12,-0.0019668906464612754,0.005078846829688581,"['BHARTIARTL', 'M&M', 'BAJAJFINSV', 'ONGC', 'LTIM', 'TECHM', 'TATACONSUM', 'DRREDDY']",-0.0070457374761498555,1.0427637144999624,1.0338682797697338
2025-01-19,-0.01697243766838309,-0.010818311665363733,"['RELIANCE', 'SBIN', 'MARUTI', 'NTPC', 'WIPRO', 'COALINDIA', 'SBILIFE', 'HDFCLIFE']",-0.006154126003019355,1.0250654723527601,1.0226835704982513
2025-01-26,0.03863062931615183,0.028603780203233512,"['RELIANCE', 'BHARTIARTL', 'ICICIBANK', 'BAJFINANCE', 'KOTAKBANK', 'WIPRO', 'SHRIRAMFIN', 'TATACONSUM']",0.010026849112918314,1.0646643966400056,1.0519361865662413
2025-02-02,0.012665188789712293,0.008514104924579826,"['RELIANCE', 'HDFCBANK', 'BAJFINANCE', 'ITC', 'CIPLA', 'APOLLOHOSP', 'HEROMOTOCO', 'INDUSINDBK']",0.004151083865132467,1.0781485722211364,1.0608924816326286
2025-02-09,-0.031243503860676283,-0.019346392758929444,"['BAJFINANCE', 'ADANIPORTS', 'WIPRO', 'BPCL', 'DRREDDY', 'INDUSINDBK']",-0.011897111101746839,1.0444634331425626,1.0403680390079684
2025-02-16,0.002274078932597645,-0.0071255737004290165,"['BHARTIARTL', 'SBIN', 'BAJFINANCE', 'AXISBANK', 'HINDALCO', 'DRREDDY']",0.009399652633026662,1.0468386254317408,1.0329548198704464
2025-02-23,-0.006095204257598873,-0.019006063314285615,"['NTPC', 'JSWSTEEL', 'TATASTEEL', 'HINDALCO', 'EICHERMOT', 'SHRIRAMFIN']",0.012910859056686742,1.0404579301849903,1.013322415163192
2025-03-02,0.021517262862637304,0.01958467055691076,"['HDFCBANK', 'BAJFINANCE', 'BAJAJFINSV', 'ADANIPORTS', 'COALINDIA', 'SHRIRAMFIN']",0.0019325923057265451,1.0628457369662963,1.0331680008320963
2025-03-09,-0.01219537190204359,-0.0028094709467416205,"['RELIANCE', 'TCS', 'ICICIBANK', 'SBIN', 'INFY', 'M&M', 'ULTRACEMCO', 'AXISBANK', 'ADANIPORTS', 'ONGC']",-0.00938590095530197,1.0498839379294906,1.0302653453506554
2025-03-16,0.048145226731133174,0.03739214263897373,"['ICICIBANK', 'KOTAKBANK', 'NTPC', 'ONGC', 'DIVISLAB', 'EICHERMOT']",0.010753084092159443,1.1004308381624808,1.0687891740999986
2025-03-23,-0.011667588379043964,-0.005875304165127352,"['HDFCBANK', 'ICICIBANK', 'BAJFINANCE', 'KOTAKBANK', 'AXISBANK', 'TATAMOTORS', 'BAJAJ-AUTO', 'HDFCLIFE', 'HINDALCO', 'BPCL']",-0.005792284213916612,1.0875914641031947,1.062509712613766
2025-03-30,-0.0066699073625478625,-0.011277449367405575,"['HDFCBANK', 'ONGC', 'WIPRO', 'TATACONSUM']",0.004607542004857712,1.0803373297893286,1.0505273131273876
2025-04-06,0.04712806860219634,0.030094902156469802,"['HDFCBANK', 'BAJAJFINSV', 'HINDALCO', 'SHRIRAMFIN', 'TATACONSUM']",0.017033166445726534,1.1312515415811537,1.0821428298286555
2025-04-13,0.008700691664916816,0.0224231506826148,"['ITC', 'TITAN', 'POWERGRID', 'ASIANPAINT', 'HINDALCO', 'BPCL', 'HEROMOTOCO']",-0.013722459017697985,1.1410942124399133,1.1064078815620144
2025-04-20,-0.009618756776677012,-0.0035730239966995573,"['HDFCBANK', 'TCS', 'BHARTIARTL', 'SBIN', 'ITC', 'HCLTECH', 'KOTAKBANK', 'AXISBANK', 'ADANIPORTS', 'POWERGRID']",-0.006045732779977454,1.13011830475118,1.1024546596510558
2025-04-27,-0.001481025521775874,0.0007480616869104137,"['RELIANCE', 'ITC', 'TATAMOTORS', 'TATACONSUM', 'DRREDDY']",-0.0022290872086862877,1.1284445706992174,1.1032793637434968
2025-05-04,-0.012974251578820303,-0.018525309864358415,"['INFY', 'HCLTECH', 'MARUTI', 'DIVISLAB', 'TECHM', 'BPCL']",0.005551058285538112,1.113803846946212,1.0828407716631963
2025-05-11,0.028365994146900015,0.00381555507111028,"['TATAMOTORS', 'BRITANNIA', 'HEROMOTOCO']",0.024550439075789736,1.145398000349483,1.0869724102607208
2025-05-18,-0.004486540460618624,-0.0037000266988827966,"['BAJFINANCE', 'TITAN', 'DIVISLAB', 'LTIM', 'TECHM', 'BPCL', 'DRREDDY', 'HEROMOTOCO']",-0.0007865137617358272,1.1402591258774035,1.0829505833218072
2025-05-25,-0.006960635992269435,-0.010017585909523383,"['TATASTEEL', 'LTIM', 'BPCL', 'DRREDDY', 'HEROMOTOCO']",0.003056949917253948,1.1323221971653075,1.0721020328176125
